ID,Fläche,Zimmer,Kanton,PLZ,Preis,Durchschnittspreis Wohnung,Preisdifferenz,Preisdifferenz/Zimmer,Durchschnittspreis/m2
1355,60,"2,5",Thurgau,8512,1350,849,-501,-200,"14,15"
1357,85,"3,5",Neuchâtel,2300,1600,1016,-584,-167,"11,95"
1360,93,"3,5",Thurgau,8500,2320,1242,-1078,-308,"13,35"
1360,93,"3,5",Zürich,8500,2320,1683,-637,-182,"18,1"
1365,50,2,Aargau,4665,911,800,-111,-56,16
1369,140,"5,5",Zug,6332,3350,2884,-466,-85,"20,6"
1370,80,"4,5",Thurgau,9320,1450,988,-462,-103,"12,35"
1371,50,2,Graubünden,7277,1000,820,-180,-90,"16,4"
1372,117,"4,5",Graubünden,7013,1840,1580,-260,-58,"13,5"
1374,60,"2,5",Graubünden,7000,1305,951,-354,-142,"15,85"
1376,44,"2,5",Luzern,6043,1400,708,-692,-277,"16,1"
1377,83,3,Luzern,6026,1800,1278,-522,-174,"15,4"
1378,65,3,Bern,3422,1150,943,-207,-69,"14,5"
1379,50,"2,5",Luzern,6110,1100,805,-295,-118,"16,1"
1381,100,"2,5",Bern,3013,2290,1485,-805,-322,"14,85"
1382,32,2,Luzern,6000,990,538,-452,-226,"16,8"
1383,129,"4,5",Basel-Landschaft,4436,1750,2129,379,84,"16,5"
1384,125,"5,5",Graubünden,7130,1855,1506,-349,-63,"12,05"
1386,80,"4,5",Bern,3600,1690,1108,-582,-129,"13,85"
1389,28,1,Luzern,6030,850,526,-324,-324,"18,8"
1390,105,"3,5",Luzern,6232,1950,1554,-396,-113,"14,8"
1392,110,4,Waadt,1291,3400,1749,-1651,-413,"15,9"
1393,161,6,Genf,1218,4180,3639,-541,-90,"22,6"
1394,200,6,Genf,1233,4600,4520,-80,-13,"22,6"
1395,76,"3,5",Waadt,1066,2210,1254,-956,-273,"16,5"
1396,75,3,Genf,1204,2490,1388,-1102,-367,"18,5"
1397,38,"1,5",Genf,1206,1415,732,-683,-455,"19,25"
1398,75,3,Genf,1202,3500,1388,-2112,-704,"18,5"
1400,35,"1,5",Aargau,5022,925,565,-360,-240,"16,15"
1403,82,"4,5",Zürich,8620,1890,1439,-451,-100,"17,55"
1407,125,"4,5",St. Gallen,8892,1600,1631,31,7,"13,05"
1440,92,"3,5",St. Gallen,8880,1690,1274,-416,-119,"13,85"
1443,115,"4,5",St. Gallen,8888,2100,1501,-599,-133,"13,05"
1448,121,"4,5",St. Gallen,7324,1790,1579,-211,-47,"13,05"
1449,102,"4,5",St. Gallen,8880,2210,1331,-879,-195,"13,05"
1452,92,"3,5",St. Gallen,7323,1860,1274,-586,-167,"13,85"
1459,105,"3,5",St. Gallen,8888,2360,1454,-906,-259,"13,85"
1460,98,"3,5",St. Gallen,8888,1820,1357,-463,-132,"13,85"
1462,83,4,Schaffhausen,8200,1390,1062,-328,-82,"12,8"
1463,121,"4,5",Zürich,8707,3100,2124,-976,-217,"17,55"
